"","county","0","20","40","60","80","100"
"187","Montana_Carter",1.496949e+04,1.574352e+04,1.613090e+04,6.320261e+04,1.115194e+05,2.023910e+05
"188","Montana_Cascade",5.219038e+04,5.411077e+04,5.544315e+04,9.644916e+04,1.550682e+05,2.091986e+05
"189","Montana_Chouteau",8.870814e+03,9.329376e+03,9.559333e+03,1.804403e+04,2.886501e+04,4.145081e+04
"190","Montana_Custer",NA,NA,NA,NA,NA,NA
"191","Montana_Daniels",NA,NA,NA,NA,NA,NA
"192","Montana_Dawson",NA,NA,NA,NA,NA,NA
"193","Montana_Deer Lodge",4.779149e+04,5.026246e+04,5.150036e+04,1.632843e+05,2.879047e+05,3.768858e+05
"194","Montana_Fallon",NA,NA,NA,NA,NA,NA
"195","Montana_Fergus",2.738863e+04,2.880473e+04,2.951382e+04,6.354323e+04,9.489130e+04,1.307800e+05
"196","Montana_Flathead",1.642653e+06,1.727580e+06,1.770117e+06,1.788365e+06,1.982317e+06,2.384093e+06
"197","Montana_Gallatin",1.197560e+05,1.259474e+05,1.290481e+05,3.597559e+05,5.478730e+05,6.373875e+05
"198","Montana_Garfield",NA,NA,NA,NA,NA,NA
"199","Montana_Glacier",8.205496e+03,8.629684e+03,8.842248e+03,2.435633e+04,4.447797e+04,5.900573e+04
"200","Montana_Golden Valley",6.874882e+03,7.230301e+03,7.408547e+03,1.230432e+04,2.913226e+04,4.443111e+04
"201","Montana_Granite",4.485305e+05,4.717201e+05,4.833346e+05,6.711854e+05,9.327268e+05,1.170679e+06
"202","Montana_Hill",NA,NA,NA,NA,NA,NA
"203","Montana_Jefferson",1.974864e+05,2.076969e+05,2.128105e+05,2.893726e+05,4.346264e+05,5.387744e+05
"204","Montana_Judith Basin",8.560334e+04,9.002910e+04,9.224563e+04,1.700657e+05,3.670868e+05,6.225495e+05
"205","Montana_Lake",1.310663e+05,1.353806e+05,1.380872e+05,1.400076e+05,1.416740e+05,1.429354e+05
"206","Montana_Lewis and Clark",4.623911e+05,4.862974e+05,4.982709e+05,6.514807e+05,8.343430e+05,1.101055e+06
"207","Montana_Liberty",NA,NA,NA,NA,NA,NA
"208","Montana_Lincoln",4.605375e+06,5.770254e+06,6.396422e+06,6.537510e+06,6.695495e+06,7.229088e+06
"209","Montana_Madison",1.547957e+05,1.627989e+05,1.668068e+05,4.642349e+05,7.570821e+05,9.083867e+05
